EventID,Locality,Station,StartLatitude,StartLongitude,EndLatitude,EndLongitude,MinimumDepthInMeters,MaximumDepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,SampleID,ImageFilePath,ScientificName,AphiaID,IndividualCount,Density,Size,Condition,WeightInKg,AssociatedTaxa,Habitat,Substrate
D20220622-T140014,SE Gulf of Alaska,,54.91024,-133.35557,54.91232,-133.35841,138.641,156.964,6.797920383,,,6/21/2018,5:09:06,,,Hexactinellida,22612,4,0.009264437894,,Live,,Pleuronectidae; Atheresthes; Cottoidei; Hydrolagus colliei; Agonidae; Lycodes,,Mud-mixed coarse
D20220622-T140014,SE Gulf of Alaska,,54.91024,-133.35557,54.91232,-133.35841,138.641,156.964,6.797920383,,,6/21/2018,5:09:06,,,Porifera,558,5,0.01158054737,,Live,,Pleuronectidae; Atheresthes; Cottoidei; Hydrolagus colliei; Agonidae; Lycodes,,Mud-mixed coarse
D20220622-T152117,SE Gulf of Alaska,,55.03855,-133.38269,55.04042,-133.37801,150.396,175.232,6.375828596,,,6/21/2018,6:29:31,,,Demospongiae,164811,21,0.02882786991,,Live,,Rajidae; Sebastes; Atheresthes; Sebastes alutus; Lycodes; Hydrolagus colliei; Teleostei; Pleuronectidae; Raja; Sebastes variegatus,,Mud-mud
D20220622-T164806,SE Gulf of Alaska,,55.10162,-133.574,55.10384,-133.57449,99.621,119.655,7.470479518,,,6/22/2018,7:57:57,,,Demospongiae,164811,9,0.01712369716,,Live,,Hydrolagus colliei; Gadus; Stichaeidae; Sebastes elongatus; Cottidae; Sebastes,,Mixed Coarse-mud
D20220622-T164806,SE Gulf of Alaska,,55.10162,-133.574,55.10384,-133.57449,99.621,119.655,7.470479518,,,6/22/2018,7:57:57,,,Hexactinellida,22612,10,0.01902633018,,Live,,Hydrolagus colliei; Gadus; Stichaeidae; Sebastes elongatus; Cottidae; Sebastes,,Mixed Coarse-mud
D20220622-T175528,SE Gulf of Alaska,,55.18735,-133.47949,55.18874,-133.48259,53.233,75.613,8.568015746,,,6/22/2018,9:06:58,,,Demospongiae,164811,22,0.04017715126,,Live,,Pleuronectidae; Sebastes; Sebastes maliger; Teleostei; Sebastes nigrocinctus,,Rock-mud
D20220622-T175528,SE Gulf of Alaska,,55.18735,-133.47949,55.18874,-133.48259,53.233,75.613,8.568015746,,,6/22/2018,9:06:58,,,Hexactinellida,22612,55,0.1004428782,,Live,,Pleuronectidae; Sebastes; Sebastes maliger; Teleostei; Sebastes nigrocinctus,,Rock-mud
D20220622-T175528,SE Gulf of Alaska,,55.18735,-133.47949,55.18874,-133.48259,53.233,75.613,8.568015746,,,6/22/2018,9:06:58,,,Porifera,558,2,0.003652468297,,Live,,Pleuronectidae; Sebastes; Sebastes maliger; Teleostei; Sebastes nigrocinctus,,Rock-mud
D20220622-T193819,SE Gulf of Alaska,,55.23528,-133.79921,55.23606,-133.80136,94.985,111.1,7.505543924,,,6/22/2018,10:42:48,,,Balticina,146534,2,0.006907956883,,Live,,Sebastes maliger; Sebastes; Bathymasteridae; Pleuronectidae,,Mixed Coarse-sand
D20220622-T193819,SE Gulf of Alaska,,55.23528,-133.79921,55.23606,-133.80136,94.985,111.1,7.505543924,,,6/22/2018,10:42:48,,,Balticina willemoesi,1393616,2,0.006907956883,,Live,,Sebastes maliger; Sebastes; Bathymasteridae; Pleuronectidae,,Mixed Coarse-sand
D20220622-T193819,SE Gulf of Alaska,,55.23528,-133.79921,55.23606,-133.80136,94.985,111.1,7.505543924,,,6/22/2018,10:42:48,,,Hexactinellida,22612,6,0.02072387065,,Live,,Sebastes maliger; Sebastes; Bathymasteridae; Pleuronectidae,,Mixed Coarse-sand
D20220622-T193819,SE Gulf of Alaska,,55.23528,-133.79921,55.23606,-133.80136,94.985,111.1,7.505543924,,,6/22/2018,10:42:48,,,Pennatulacea,1367,2,0.006907956883,,Live,,Sebastes maliger; Sebastes; Bathymasteridae; Pleuronectidae,,Mixed Coarse-sand
D20220622-T193819,SE Gulf of Alaska,,55.23528,-133.79921,55.23606,-133.80136,94.985,111.1,7.505543924,,,6/22/2018,10:42:48,,,Ptilosarcus gurneyi,290947,2,0.006907956883,,Live,,Sebastes maliger; Sebastes; Bathymasteridae; Pleuronectidae,,Mixed Coarse-sand
D20220622-T203618,SE Gulf of Alaska,,55.32104,-133.8016,55.32246,-133.80576,88.086,98.6,7.240468941,,,6/22/2018,11:44:16,,,Balticina,146534,1,0.001872804996,,Live,,Hippoglossus stenolepis; Ophiodon elongatus; Cottidae; Bathymasteridae; Teleostei; Agonidae,,Mixed Coarse-Gravel/Pebble
D20220622-T203618,SE Gulf of Alaska,,55.32104,-133.8016,55.32246,-133.80576,88.086,98.6,7.240468941,,,6/22/2018,11:44:16,,,Demospongiae,164811,1,0.001872804996,,Live,,Hippoglossus stenolepis; Ophiodon elongatus; Cottidae; Bathymasteridae; Teleostei; Agonidae,,Mixed Coarse-Gravel/Pebble
D20220622-T203618,SE Gulf of Alaska,,55.32104,-133.8016,55.32246,-133.80576,88.086,98.6,7.240468941,,,6/22/2018,11:44:16,,,Hexactinellida,22612,1,0.001872804996,,Live,,Hippoglossus stenolepis; Ophiodon elongatus; Cottidae; Bathymasteridae; Teleostei; Agonidae,,Mixed Coarse-Gravel/Pebble
D20220622-T203618,SE Gulf of Alaska,,55.32104,-133.8016,55.32246,-133.80576,88.086,98.6,7.240468941,,,6/22/2018,11:44:16,,,Ptilosarcus gurneyi,290947,1,0.001872804996,,Live,,Hippoglossus stenolepis; Ophiodon elongatus; Cottidae; Bathymasteridae; Teleostei; Agonidae,,Mixed Coarse-Gravel/Pebble
D20220622-T221215,SE Gulf of Alaska,,55.37095,-133.92389,55.37382,-133.92177,92.943,107.016,7.810740787,,,6/22/2018,13:17:32,,,Demospongiae,164811,1,0.001701158673,,Live,,Sebastes maliger; Hydrolagus colliei; Teleostei; Sebastes helvomaculatus; Cottidae; Sebastes,,Mud-sand
D20220622-T221215,SE Gulf of Alaska,,55.37095,-133.92389,55.37382,-133.92177,92.943,107.016,7.810740787,,,6/22/2018,13:17:32,,,Hexactinellida,22612,5,0.008505793364,,Live,,Sebastes maliger; Hydrolagus colliei; Teleostei; Sebastes helvomaculatus; Cottidae; Sebastes,,Mud-sand
D20220622-T221215,SE Gulf of Alaska,,55.37095,-133.92389,55.37382,-133.92177,92.943,107.016,7.810740787,,,6/22/2018,13:17:32,,,Pennatulacea,1367,4,0.006804634692,,Live,,Sebastes maliger; Hydrolagus colliei; Teleostei; Sebastes helvomaculatus; Cottidae; Sebastes,,Mud-sand
D20220623-T003807,SE Gulf of Alaska,,55.19384,-134.19826,55.19447,-134.19434,339.011,417.217,4.882637383,,,6/22/2018,15:51:06,,,Demospongiae,164811,37,0.06158546665,,Live,,Sebastes; Sebastes borealis; Sebastolobus; Microstomus pacificus; Atheresthes; Teleostei,,Rock-mixed coarse
D20220623-T003807,SE Gulf of Alaska,,55.19384,-134.19826,55.19447,-134.19434,339.011,417.217,4.882637383,,,6/22/2018,15:51:06,,,Heteropolypus ritteri,724715,1,0.001664472072,,Live,,Sebastes; Sebastes borealis; Sebastolobus; Microstomus pacificus; Atheresthes; Teleostei,,Rock-mixed coarse
D20220623-T003807,SE Gulf of Alaska,,55.19384,-134.19826,55.19447,-134.19434,339.011,417.217,4.882637383,,,6/22/2018,15:51:06,,,Hexactinellida,22612,1,0.001664472072,,Live,,Sebastes; Sebastes borealis; Sebastolobus; Microstomus pacificus; Atheresthes; Teleostei,,Rock-mixed coarse
D20220623-T003807,SE Gulf of Alaska,,55.19384,-134.19826,55.19447,-134.19434,339.011,417.217,4.882637383,,,6/22/2018,15:51:06,,,Porifera,558,1,0.001664472072,,Live,,Sebastes; Sebastes borealis; Sebastolobus; Microstomus pacificus; Atheresthes; Teleostei,,Rock-mixed coarse
D20220623-T003807,SE Gulf of Alaska,,55.19384,-134.19826,55.19447,-134.19434,339.011,417.217,4.882637383,,,6/22/2018,15:51:06,,,Stylasteridae,22805,11,0.01830919279,,Live,,Sebastes; Sebastes borealis; Sebastolobus; Microstomus pacificus; Atheresthes; Teleostei,,Rock-mixed coarse
D20220623-T041728,SE Gulf of Alaska,,55.36008,-134.67076,55.35902,-134.66569,202.469,215.328,6.233986201,,,6/22/2018,19:25:36,,,Balticina,146534,11,0.01550572448,,Live,,Sebastes helvomaculatus; Sebastes elongatus; Sebastes; Teleostei; Pleuronectidae; Agonidae; Sebastes zacentrus,,Mud-mixed coarse
D20220623-T041728,SE Gulf of Alaska,,55.36008,-134.67076,55.35902,-134.66569,202.469,215.328,6.233986201,,,6/22/2018,19:25:36,,,Balticina willemoesi,1393616,3,0.004228833949,,Live,,Sebastes helvomaculatus; Sebastes elongatus; Sebastes; Teleostei; Pleuronectidae; Agonidae; Sebastes zacentrus,,Mud-mixed coarse
D20220623-T041728,SE Gulf of Alaska,,55.36008,-134.67076,55.35902,-134.66569,202.469,215.328,6.233986201,,,6/22/2018,19:25:36,,,Demospongiae,164811,6,0.008457667899,,Live,,Sebastes helvomaculatus; Sebastes elongatus; Sebastes; Teleostei; Pleuronectidae; Agonidae; Sebastes zacentrus,,Mud-mixed coarse
D20220623-T041728,SE Gulf of Alaska,,55.36008,-134.67076,55.35902,-134.66569,202.469,215.328,6.233986201,,,6/22/2018,19:25:36,,,Hexactinellida,22612,4,0.005638445266,,Live,,Sebastes helvomaculatus; Sebastes elongatus; Sebastes; Teleostei; Pleuronectidae; Agonidae; Sebastes zacentrus,,Mud-mixed coarse
D20220623-T041728,SE Gulf of Alaska,,55.36008,-134.67076,55.35902,-134.66569,202.469,215.328,6.233986201,,,6/22/2018,19:25:36,,,Pennatulacea,1367,3,0.004228833949,,Live,,Sebastes helvomaculatus; Sebastes elongatus; Sebastes; Teleostei; Pleuronectidae; Agonidae; Sebastes zacentrus,,Mud-mixed coarse
D20220623-T041728,SE Gulf of Alaska,,55.36008,-134.67076,55.35902,-134.66569,202.469,215.328,6.233986201,,,6/22/2018,19:25:36,,,Stylasteridae,22805,6,0.008457667899,,Live,,Sebastes helvomaculatus; Sebastes elongatus; Sebastes; Teleostei; Pleuronectidae; Agonidae; Sebastes zacentrus,,Mud-mixed coarse
D20220623-T140817,SE Gulf of Alaska,,55.43307,-134.71478,55.43212,-134.71957,188.947,208.871,6.459801411,,,6/22/2018,5:18:32,,,Balticina,146534,4,0.006794911816,,Live,,Sebastes; Sebastes proriger; Microstomus pacificus; Hydrolagus colliei; Pleuronectidae; Teleostei,,Mixed Coarse-sand
D20220623-T140817,SE Gulf of Alaska,,55.43307,-134.71478,55.43212,-134.71957,188.947,208.871,6.459801411,,,6/22/2018,5:18:32,,,Balticina willemoesi,1393616,2,0.003397455908,,Live,,Sebastes; Sebastes proriger; Microstomus pacificus; Hydrolagus colliei; Pleuronectidae; Teleostei,,Mixed Coarse-sand
D20220623-T140817,SE Gulf of Alaska,,55.43307,-134.71478,55.43212,-134.71957,188.947,208.871,6.459801411,,,6/22/2018,5:18:32,,,Demospongiae,164811,16,0.02717964726,,Live,,Sebastes; Sebastes proriger; Microstomus pacificus; Hydrolagus colliei; Pleuronectidae; Teleostei,,Mixed Coarse-sand
D20220623-T140817,SE Gulf of Alaska,,55.43307,-134.71478,55.43212,-134.71957,188.947,208.871,6.459801411,,,6/22/2018,5:18:32,,,Hexactinellida,22612,10,0.01698727954,,Live,,Sebastes; Sebastes proriger; Microstomus pacificus; Hydrolagus colliei; Pleuronectidae; Teleostei,,Mixed Coarse-sand
D20220623-T140817,SE Gulf of Alaska,,55.43307,-134.71478,55.43212,-134.71957,188.947,208.871,6.459801411,,,6/22/2018,5:18:32,,,Malacalcyonacea,1609357,1,0.001698727954,,Live,,Sebastes; Sebastes proriger; Microstomus pacificus; Hydrolagus colliei; Pleuronectidae; Teleostei,,Mixed Coarse-sand
D20220623-T140817,SE Gulf of Alaska,,55.43307,-134.71478,55.43212,-134.71957,188.947,208.871,6.459801411,,,6/22/2018,5:18:32,,,Porifera,558,1,0.001698727954,,Live,,Sebastes; Sebastes proriger; Microstomus pacificus; Hydrolagus colliei; Pleuronectidae; Teleostei,,Mixed Coarse-sand
D20220623-T151230,SE Gulf of Alaska,,55.41881,-134.85422,55.41889,-134.85742,303.468,331.836,5.23429882,,,6/22/2018,6:22:26,,,Stylasteridae,22805,3,0.007973629953,,Live,,Sebastes borealis; Agonidae; Sebastolobus; Sebastes helvomaculatus; Sebastes; Pleuronectidae; Teleostei; Sebastes zacentrus,,Mixed Coarse-cobble
D20220623-T163727,SE Gulf of Alaska,,55.4866,-135.03206,55.48857,-135.03221,522.521,533.973,4.134696269,,,6/23/2018,7:56:31,,,Balticina,146534,17,0.03520716734,,Live,,Sebastolobus; Microstomus pacificus; Pleuronectidae; Sebastes,,Mud-sand
D20220623-T163727,SE Gulf of Alaska,,55.4866,-135.03206,55.48857,-135.03221,522.521,533.973,4.134696269,,,6/23/2018,7:56:31,,,Balticina willemoesi,1393616,2,0.004142019687,,Live,,Sebastolobus; Microstomus pacificus; Pleuronectidae; Sebastes,,Mud-sand
D20220623-T163727,SE Gulf of Alaska,,55.4866,-135.03206,55.48857,-135.03221,522.521,533.973,4.134696269,,,6/23/2018,7:56:31,,,Pennatulacea,1367,78,0.1615387678,,Live,,Sebastolobus; Microstomus pacificus; Pleuronectidae; Sebastes,,Mud-sand
D20220623-T185705,SE Gulf of Alaska,,55.52745,-134.66502,55.52956,-134.66528,284.041,289.808,5.640854336,,,6/23/2018,9:57:12,,,Balticina willemoesi,1393616,3,0.006961672336,,Live,,Pleuronectidae; Teleostei; Sebastolobus; Gadus chalcogrammus; Agonidae,,Mud-mud
D20220623-T185705,SE Gulf of Alaska,,55.52745,-134.66502,55.52956,-134.66528,284.041,289.808,5.640854336,,,6/23/2018,9:57:12,,,Pennatulacea,1367,2,0.004641114891,,Live,,Pleuronectidae; Teleostei; Sebastolobus; Gadus chalcogrammus; Agonidae,,Mud-mud
D20220623-T185705,SE Gulf of Alaska,,55.52745,-134.66502,55.52956,-134.66528,284.041,289.808,5.640854336,,,6/23/2018,9:57:12,,,Porifera,558,1,0.002320557445,,Live,,Pleuronectidae; Teleostei; Sebastolobus; Gadus chalcogrammus; Agonidae,,Mud-mud
D20220623-T202907,SE Gulf of Alaska,,55.6048,-134.79079,55.60648,-134.79419,217.315,236.301,6.010403466,,,6/23/2018,11:38:27,,,Balticina,146534,8,0.01695978336,,Live,,Pleuronectidae; Sebastolobus; Agonidae; Hippoglossus stenolepis; Lycodes; Sebastes,,Mud-mud
D20220623-T202907,SE Gulf of Alaska,,55.6048,-134.79079,55.60648,-134.79419,217.315,236.301,6.010403466,,,6/23/2018,11:38:27,,,Balticina willemoesi,1393616,1,0.00211997292,,Live,,Pleuronectidae; Sebastolobus; Agonidae; Hippoglossus stenolepis; Lycodes; Sebastes,,Mud-mud
D20220623-T202907,SE Gulf of Alaska,,55.6048,-134.79079,55.60648,-134.79419,217.315,236.301,6.010403466,,,6/23/2018,11:38:27,,,Pennatulacea,1367,20,0.04239945841,,Live,,Pleuronectidae; Sebastolobus; Agonidae; Hippoglossus stenolepis; Lycodes; Sebastes,,Mud-mud
D20220623-T212830,SE Gulf of Alaska,,55.59987,-134.59319,55.60237,-134.59724,230.23,249.16,5.958491126,,,6/23/2018,12:57:23,,,Balticina,146534,28,0.03395856075,,Live,,Sebastes alutus; Sebastes; Gadus chalcogrammus; Teleostei; Sebastolobus; Glyptocephalus zachirus,,Mud-mud
D20220623-T212830,SE Gulf of Alaska,,55.59987,-134.59319,55.60237,-134.59724,230.23,249.16,5.958491126,,,6/23/2018,12:57:23,,,Balticina willemoesi,1393616,5,0.006064028706,,Live,,Sebastes alutus; Sebastes; Gadus chalcogrammus; Teleostei; Sebastolobus; Glyptocephalus zachirus,,Mud-mud
D20220623-T212830,SE Gulf of Alaska,,55.59987,-134.59319,55.60237,-134.59724,230.23,249.16,5.958491126,,,6/23/2018,12:57:23,,,Pennatulacea,1367,23,0.02789453205,,Live,,Sebastes alutus; Sebastes; Gadus chalcogrammus; Teleostei; Sebastolobus; Glyptocephalus zachirus,,Mud-mud
D20220623-T223136,SE Gulf of Alaska,,55.66523,-134.59293,55.66786,-134.59078,188.616,207.381,6.382801724,,,6/23/2018,13:31:42,,,Balticina,146534,3,0.005216846088,,Live,,Zoarcoidei; Microstomus pacificus; Hydrolagus colliei; Agonidae; Lycodes; Glyptocephalus zachirus; Pleuronectidae; Teleostei,,Mud-mud
D20220623-T223136,SE Gulf of Alaska,,55.66523,-134.59293,55.66786,-134.59078,188.616,207.381,6.382801724,,,6/23/2018,13:31:42,,,Balticina willemoesi,1393616,14,0.02434528174,,Live,,Zoarcoidei; Microstomus pacificus; Hydrolagus colliei; Agonidae; Lycodes; Glyptocephalus zachirus; Pleuronectidae; Teleostei,,Mud-mud
D20220623-T223136,SE Gulf of Alaska,,55.66523,-134.59293,55.66786,-134.59078,188.616,207.381,6.382801724,,,6/23/2018,13:31:42,,,Pennatulacea,1367,26,0.04521266609,,Live,,Zoarcoidei; Microstomus pacificus; Hydrolagus colliei; Agonidae; Lycodes; Glyptocephalus zachirus; Pleuronectidae; Teleostei,,Mud-mud
D20220623-T234148,SE Gulf of Alaska,,55.71183,-134.70085,55.71502,-134.70134,187.678,198.881,6.322153901,,,6/23/2018,14:55:28,,,Balticina,146534,7,0.01010314657,,Live,,Pleuronectidae; Sebastes alutus; Hippoglossus stenolepis; Lycodes; Glyptocephalus zachirus; Hydrolagus colliei,,Mud-mud
D20220623-T234148,SE Gulf of Alaska,,55.71183,-134.70085,55.71502,-134.70134,187.678,198.881,6.322153901,,,6/23/2018,14:55:28,,,Balticina willemoesi,1393616,19,0.02742282641,,Live,,Pleuronectidae; Sebastes alutus; Hippoglossus stenolepis; Lycodes; Glyptocephalus zachirus; Hydrolagus colliei,,Mud-mud
D20220623-T234148,SE Gulf of Alaska,,55.71183,-134.70085,55.71502,-134.70134,187.678,198.881,6.322153901,,,6/23/2018,14:55:28,,,Pennatulacea,1367,11,0.01587637318,,Live,,Pleuronectidae; Sebastes alutus; Hippoglossus stenolepis; Lycodes; Glyptocephalus zachirus; Hydrolagus colliei,,Mud-mud
D20220624-T002225,SE Gulf of Alaska,,55.73333,-134.77179,55.73595,-134.77416,189.72,202.938,6.263328571,,,6/23/2018,15:42:05,,,Balticina,146534,10,0.01537287438,,Live,,Hydrolagus colliei; Microstomus pacificus; Pleuronectidae; Gadus chalcogrammus; Atheresthes; Teleostei; Glyptocephalus zachirus; Lycodes; Sebastes; Sebastes alutus,,Mud-mud
D20220624-T002225,SE Gulf of Alaska,,55.73333,-134.77179,55.73595,-134.77416,189.72,202.938,6.263328571,,,6/23/2018,15:42:05,,,Balticina willemoesi,1393616,20,0.03074574876,,Live,,Hydrolagus colliei; Microstomus pacificus; Pleuronectidae; Gadus chalcogrammus; Atheresthes; Teleostei; Glyptocephalus zachirus; Lycodes; Sebastes; Sebastes alutus,,Mud-mud
D20220624-T002225,SE Gulf of Alaska,,55.73333,-134.77179,55.73595,-134.77416,189.72,202.938,6.263328571,,,6/23/2018,15:42:05,,,Pennatulacea,1367,21,0.0322830362,,Live,,Hydrolagus colliei; Microstomus pacificus; Pleuronectidae; Gadus chalcogrammus; Atheresthes; Teleostei; Glyptocephalus zachirus; Lycodes; Sebastes; Sebastes alutus,,Mud-mud
D20220624-T013100,SE Gulf of Alaska,,55.7647,-134.60268,55.76689,-134.59939,164.856,184.311,6.06073564,,,6/23/2018,17:10:21,,,Demospongiae,164811,25,0.04469701525,,Live,,Microstomus pacificus; Lycodes; Sebastes brevispinis; Sebastes; Sebastes elongatus; Sebastes helvomaculatus; Sebastes babcocki; Hydrolagus colliei; Sebastolobus; Sebastes alutus; Glyptocephalus zachirus; Sebastes zacentrus,,Mud-mud
D20220624-T013100,SE Gulf of Alaska,,55.7647,-134.60268,55.76689,-134.59939,164.856,184.311,6.06073564,,,6/23/2018,17:10:21,,,Pennatulacea,1367,1,0.00178788061,,Live,,Microstomus pacificus; Lycodes; Sebastes brevispinis; Sebastes; Sebastes elongatus; Sebastes helvomaculatus; Sebastes babcocki; Hydrolagus colliei; Sebastolobus; Sebastes alutus; Glyptocephalus zachirus; Sebastes zacentrus,,Mud-mud
D20220624-T031921,SE Gulf of Alaska,,55.78824,-134.37811,55.79066,-134.37463,83.367,102.905,7.762760668,,,6/23/2018,18:25:01,,,Demospongiae,164811,4,0.006238324485,,Live,,Sebastes wilsoni; Sebastes; Zoarcoidei; Sebastes zacentrus; Teleostei; Pleuronectidae; Sebastes maliger; Hydrolagus colliei; Sebastes melanostictus; Bathymasteridae,,Rock-mud
D20220624-T031921,SE Gulf of Alaska,,55.78824,-134.37811,55.79066,-134.37463,83.367,102.905,7.762760668,,,6/23/2018,18:25:01,,,Hexactinellida,22612,31,0.04834701476,,Live,,Sebastes wilsoni; Sebastes; Zoarcoidei; Sebastes zacentrus; Teleostei; Pleuronectidae; Sebastes maliger; Hydrolagus colliei; Sebastes melanostictus; Bathymasteridae,,Rock-mud
D20220624-T135446,SE Gulf of Alaska,,55.81674,-133.89372,55.81408,-133.89168,60.904,95.288,7.673706952,,,6/23/2018,5:05:26,,,Demospongiae,164811,4,0.006985847925,,Live,,Teleostei; Zoarcidae; Sebastes maliger; Sebastes; Sebastes proriger; Hydrolagus colliei,,Sand-mixed coarse
D20220624-T135446,SE Gulf of Alaska,,55.81674,-133.89372,55.81408,-133.89168,60.904,95.288,7.673706952,,,6/23/2018,5:05:26,,,Hexactinellida,22612,48,0.0838301751,,Live,,Teleostei; Zoarcidae; Sebastes maliger; Sebastes; Sebastes proriger; Hydrolagus colliei,,Sand-mixed coarse
D20220624-T135446,SE Gulf of Alaska,,55.81674,-133.89372,55.81408,-133.89168,60.904,95.288,7.673706952,,,6/23/2018,5:05:26,,,Porifera,558,1,0.001746461981,,Live,,Teleostei; Zoarcidae; Sebastes maliger; Sebastes; Sebastes proriger; Hydrolagus colliei,,Sand-mixed coarse
D20220624-T145752,SE Gulf of Alaska,,55.78876,-133.73587,55.79153,-133.73282,75.033,130.886,8.633522563,,,6/23/2018,6:07:46,,,Demospongiae,164811,3,0.00411875283,,Live,,Sebastes maliger; Pleuronectidae; Lepidopsetta; Hydrolagus colliei; Sebastes elongatus; Sebastes; Sebastes proriger; Atheresthes; Teleostei,,Rock-mixed coarse
D20220624-T145752,SE Gulf of Alaska,,55.78876,-133.73587,55.79153,-133.73282,75.033,130.886,8.633522563,,,6/23/2018,6:07:46,,,Hexactinellida,22612,533,0.7317650862,,Live,,Sebastes maliger; Pleuronectidae; Lepidopsetta; Hydrolagus colliei; Sebastes elongatus; Sebastes; Sebastes proriger; Atheresthes; Teleostei,,Rock-mixed coarse
D20220624-T145752,SE Gulf of Alaska,,55.78876,-133.73587,55.79153,-133.73282,75.033,130.886,8.633522563,,,6/23/2018,6:07:46,,,Porifera,558,1,0.00137291761,,Live,,Sebastes maliger; Pleuronectidae; Lepidopsetta; Hydrolagus colliei; Sebastes elongatus; Sebastes; Sebastes proriger; Atheresthes; Teleostei,,Rock-mixed coarse
D20220624-T164137,SE Gulf of Alaska,,55.72476,-133.89595,55.72812,-133.8947,240.247,289.257,6.325650181,,,6/24/2018,7:41:46,,,Balticina,146534,6,0.008267937041,,Live,,Hydrolagus colliei,,Gravel/Pebble-mixed coarse
D20220624-T164137,SE Gulf of Alaska,,55.72476,-133.89595,55.72812,-133.8947,240.247,289.257,6.325650181,,,6/24/2018,7:41:46,,,Pennatulacea,1367,1,0.001377989507,,Live,,Hydrolagus colliei,,Gravel/Pebble-mixed coarse
D20220624-T164137,SE Gulf of Alaska,,55.72476,-133.89595,55.72812,-133.8947,240.247,289.257,6.325650181,,,6/24/2018,7:41:46,,,Stylasteridae,22805,29,0.0399616957,,Live,,Hydrolagus colliei,,Gravel/Pebble-mixed coarse
D20220624-T184645,SE Gulf of Alaska,,55.69824,-133.97276,55.70087,-133.9716,257.191,280.012,7.281595018,,,6/24/2018,9:46:52,,,Balticina,146534,6,0.00964388997,,Live,,Sebastes; Sebastolobus; Atheresthes; Sebastes babcocki; Glyptocephalus zachirus; Gadus macrocephalus; Ophiodon elongatus; Teleostei; Gadus chalcogrammus,,Mud-mud
D20220624-T184645,SE Gulf of Alaska,,55.69824,-133.97276,55.70087,-133.9716,257.191,280.012,7.281595018,,,6/24/2018,9:46:52,,,Balticina willemoesi,1393616,35,0.05625602483,,Live,,Sebastes; Sebastolobus; Atheresthes; Sebastes babcocki; Glyptocephalus zachirus; Gadus macrocephalus; Ophiodon elongatus; Teleostei; Gadus chalcogrammus,,Mud-mud
D20220624-T184645,SE Gulf of Alaska,,55.69824,-133.97276,55.70087,-133.9716,257.191,280.012,7.281595018,,,6/24/2018,9:46:52,,,Pennatulacea,1367,1,0.001607314995,,Live,,Sebastes; Sebastolobus; Atheresthes; Sebastes babcocki; Glyptocephalus zachirus; Gadus macrocephalus; Ophiodon elongatus; Teleostei; Gadus chalcogrammus,,Mud-mud
D20220624-T202454,SE Gulf of Alaska,,55.5687,-134.14622,55.56917,-134.14835,124.319,148.327,7.263305525,,,6/24/2018,11:25:02,,,Pennatulacea,1367,22,0.1073781062,,Live,,,,Mud-mud
D20220624-T213700,SE Gulf of Alaska,,55.48796,-134.27318,55.49099,-134.27338,129.948,154.48,7.0820375,,,6/24/2018,12:42:40,,,Balticina,146534,3,0.007057325525,,Live,,Atheresthes; Teleostei; Pleuronectidae,,Mud-mud
D20220624-T213700,SE Gulf of Alaska,,55.48796,-134.27318,55.49099,-134.27338,129.948,154.48,7.0820375,,,6/24/2018,12:42:40,,,Pennatulacea,1367,36,0.0846879063,,Live,,Atheresthes; Teleostei; Pleuronectidae,,Mud-mud
D20220624-T223035,SE Gulf of Alaska,,55.56531,-134.2809,55.5672,-134.28409,153.294,176.446,6.328188649,,,6/24/2018,13:30:41,,,Balticina,146534,9,0.02348614088,,Live,,Pleuronectidae; Hydrolagus colliei; Glyptocephalus zachirus; Atheresthes; Ophiodon elongatus; Microstomus pacificus; Teleostei,,Mud-mud
D20220624-T223035,SE Gulf of Alaska,,55.56531,-134.2809,55.5672,-134.28409,153.294,176.446,6.328188649,,,6/24/2018,13:30:41,,,Balticina willemoesi,1393616,7,0.01826699847,,Live,,Pleuronectidae; Hydrolagus colliei; Glyptocephalus zachirus; Atheresthes; Ophiodon elongatus; Microstomus pacificus; Teleostei,,Mud-mud
D20220624-T223035,SE Gulf of Alaska,,55.56531,-134.2809,55.5672,-134.28409,153.294,176.446,6.328188649,,,6/24/2018,13:30:41,,,Pennatulacea,1367,50,0.1304785605,,Live,,Pleuronectidae; Hydrolagus colliei; Glyptocephalus zachirus; Atheresthes; Ophiodon elongatus; Microstomus pacificus; Teleostei,,Mud-mud
D20220625-T013259,SE Gulf of Alaska,,55.86529,-134.83658,55.86768,-134.8365,152.411,175.343,6.695266522,,,6/24/2018,16:46:09,,,Demospongiae,164811,33,0.07910147231,,Live,,Sebastes; Hydrolagus colliei; Teleostei; Sebastes proriger; Sebastes helvomaculatus; Pleuronectidae,,Mixed Coarse-sand
D20220625-T013259,SE Gulf of Alaska,,55.86529,-134.83658,55.86768,-134.8365,152.411,175.343,6.695266522,,,6/24/2018,16:46:09,,,Hexactinellida,22612,8,0.0191761145,,Live,,Sebastes; Hydrolagus colliei; Teleostei; Sebastes proriger; Sebastes helvomaculatus; Pleuronectidae,,Mixed Coarse-sand
D20220625-T013259,SE Gulf of Alaska,,55.86529,-134.83658,55.86768,-134.8365,152.411,175.343,6.695266522,,,6/24/2018,16:46:09,,,Porifera,558,4,0.00958805725,,Live,,Sebastes; Hydrolagus colliei; Teleostei; Sebastes proriger; Sebastes helvomaculatus; Pleuronectidae,,Mixed Coarse-sand
